,movie,year,imdb,metascore,votes,n_imdb
983,Are We There Yet?,2005,4.6,27        ,25401,46.0
984,The Greatest Game Ever Played,2005,7.5,55        ,24612,75.0
985,Joyeux Noel,2005,7.8,70        ,24461,78.0
986,Cry Wolf,2005,5.9,39        ,24253,59.0
987,Sophie Scholl: The Final Days,2005,7.6,76        ,24212,76.0
988,The Adventures of Sharkboy and Lavagirl 3-D,2005,3.5,38        ,24035,35.0
989,"Yours, Mine & Ours",2005,5.4,38        ,23886,54.0
990,An American Haunting,2005,5.0,38        ,23262,50.0
991,The Man,2005,5.6,33        ,23136,56.0
992,Shopgirl,2005,6.4,62        ,22264,64.0
993,Ice Princess,2005,6.0,55        ,21965,60.0
994,The Ice Harvest,2005,6.3,62        ,21820,63.0
995,Mirrormask,2005,6.9,55        ,21263,69.0
996,Man of the House,2005,5.4,35        ,21168,54.0
997,The Departed,2006,8.5,85        ,1009223,85.0
998,The Prestige,2006,8.5,66        ,996287,85.0
999,300,2006,7.7,52        ,666184,77.0
1000,Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53        ,585588,73.0
1001,Pan's Labyrinth,2006,8.2,98        ,541524,82.0
1002,Casino Royale,2006,8.0,80        ,517533,80.0
1003,Blood Diamond,2006,8.0,64        ,443960,80.0
1004,X-Men: The Last Stand,2006,6.7,58        ,429504,67.0
1005,Children of Men,2006,7.9,84        ,405027,79.0
1006,Little Miss Sunshine,2006,7.8,80        ,393003,78.0
1007,The Pursuit of Happyness,2006,8.0,64        ,384520,80.0
1008,The Da Vinci Code,2006,6.6,46        ,355956,66.0
1009,The Illusionist,2006,7.6,68        ,325950,76.0
1010,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89        ,320632,73.0
1011,The Devil Wears Prada,2006,6.9,62        ,319620,69.0
1012,Cars,2006,7.1,73        ,303613,71.0
1013,The Lives of Others,2006,8.4,89        ,303290,84.0
1014,Inside Man,2006,7.6,76        ,299550,76.0
1015,Mission: Impossible III,2006,6.9,66        ,284242,69.0
1016,Lucky Number Slevin,2006,7.8,53        ,281658,78.0
1017,Click,2006,6.4,45        ,271634,64.0
1018,Night at the Museum,2006,6.4,48        ,269071,64.0
1019,Deja Vu,2006,7.1,59        ,265107,71.0
1020,Babel,2006,7.5,69        ,264417,75.0
1021,Apocalypto,2006,7.8,68        ,259981,78.0
1022,Superman Returns,2006,6.1,72        ,254401,61.0
1023,Ice Age: The Meltdown,2006,6.8,58        ,220424,68.0
1024,Crank,2006,7.0,57        ,213875,70.0
1025,Perfume: The Story of a Murderer,2006,7.5,56        ,209760,75.0
1026,The Fountain,2006,7.3,51        ,209393,73.0
1027,The Holiday,2006,6.9,52        ,206994,69.0
1028,The Fast and the Furious: Tokyo Drift,2006,6.0,45        ,206709,60.0
1029,Stranger Than Fiction,2006,7.6,67        ,201442,76.0
1030,Silent Hill,2006,6.6,31        ,194939,66.0
1031,Rocky Balboa,2006,7.2,63        ,179967,72.0
1032,Underworld: Evolution,2006,6.7,36        ,173954,67.0
1033,The Last King of Scotland,2006,7.7,74        ,159596,77.0
1034,Saw III,2006,6.2,48        ,159270,62.0
1035,Happy Feet,2006,6.5,77        ,149700,65.0
1036,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66        ,145479,66.0
1037,The Hills Have Eyes,2006,6.4,52        ,143224,64.0
1038,Letters from Iwo Jima,2006,7.9,89        ,142171,79.0
1039,Over the Hedge,2006,6.7,67        ,140682,67.0
1040,She's the Man,2006,6.4,45        ,129981,64.0
1041,Smokin' Aces,2006,6.7,45        ,128261,67.0
1042,The Lake House,2006,6.8,52        ,124444,68.0
1043,Idiocracy,2006,6.6,66        ,123273,66.0
1044,Snakes on a Plane,2006,5.5,58        ,122622,55.0
1045,Clerks II,2006,7.4,65        ,121484,74.0
1046,16 Blocks,2006,6.6,63        ,118831,66.0
1047,Final Destination 3,2006,5.8,41        ,114539,58.0
1048,Eragon,2006,5.1,38        ,114498,51.0
1049,Accepted,2006,6.5,47        ,113285,65.0
1050,The Break-Up,2006,5.8,45        ,111650,58.0
1051,Flags of our Fathers,2006,7.1,79        ,108595,71.0
1052,This Is England,2006,7.7,86        ,106695,77.0
1053,Scary Movie 4,2006,5.1,40        ,102469,51.0
1054,Step Up,2006,6.5,48        ,100550,65.0
1055,Miami Vice,2006,6.0,65        ,99644,60.0
1056,The Fall,2006,7.9,64        ,98061,79.0
1057,Little Children,2006,7.5,75        ,98054,75.0
1058,A Scanner Darkly,2006,7.1,73        ,96921,71.0
1059,Flushed Away,2006,6.6,74        ,96393,66.0
1060,The Queen,2006,7.3,91        ,94409,73.0
1061,Tenacious D in The Pick of Destiny,2006,6.8,55        ,93288,68.0
1062,Alpha Dog,2006,6.9,53        ,92912,69.0
1063,Running Scared,2006,7.4,41        ,92238,74.0
1064,The Good Shepherd,2006,6.7,61        ,91893,67.0
1065,Rescue Dawn,2006,7.3,77        ,91833,73.0
1066,United 93,2006,7.6,90        ,89618,76.0
1067,Marie Antoinette,2006,6.4,65        ,89275,64.0
1068,Poseidon,2006,5.6,50        ,88649,56.0
1069,Lady in the Water,2006,5.6,36        ,86253,56.0
1070,Volver,2006,7.6,84        ,84632,76.0
1071,Monster House,2006,6.6,68        ,83591,66.0
1072,The Painted Veil,2006,7.5,69        ,83371,75.0
1073,The Guardian,2006,6.9,53        ,80626,69.0
1074,The Host,2006,7.0,85        ,79967,70.0
1075,A Good Year,2006,7.0,47        ,78961,70.0
1076,Half Nelson,2006,7.2,85        ,77809,72.0
1077,Cashback,2006,7.2,54        ,77662,72.0
1078,An Inconvenient Truth,2006,7.5,75        ,74962,75.0
1079,Ultraviolet,2006,4.4,18        ,74761,44.0
1080,Open Season,2006,6.1,49        ,74132,61.0
1081,Scoop,2006,6.7,48        ,73725,67.0
1082,"You, Me and Dupree",2006,5.6,46        ,73045,56.0
1083,John Tucker Must Die,2006,5.8,41        ,73002,58.0
1084,Nacho Libre,2006,5.7,52        ,72452,57.0
1085,The Pink Panther,2006,5.6,38        ,72418,56.0
1086,World Trade Center,2006,6.0,66        ,72096,60.0
1087,Grandma's Boy,2006,7.0,33        ,71906,70.0
1088,Notes on a Scandal,2006,7.4,73        ,68884,74.0
1089,Slither,2006,6.5,69        ,67204,65.0
1090,Fearless,2006,7.7,70        ,67074,77.0
1091,The Black Dahlia,2006,5.6,49        ,66716,56.0
1092,"Paris, je t'aime",2006,7.3,66        ,66414,73.0
1093,Black Book,2006,7.8,71        ,65877,78.0
1094,The Science of Sleep,2006,7.3,70        ,64601,73.0
1095,Failure to Launch,2006,5.6,47        ,64117,56.0
1096,Dreamgirls,2006,6.5,76        ,62030,65.0
1097,The Texas Chainsaw Massacre: The Beginning,2006,5.9,30        ,61649,59.0
1098,Jackass Number Two,2006,7.1,66        ,60916,71.0
1099,Beerfest,2006,6.3,46        ,58861,63.0
1100,Invincible,2006,7.1,63        ,57875,71.0
1101,The Wicker Man,2006,3.7,36        ,57671,37.0
1102,My Super Ex-Girlfriend,2006,5.1,50        ,57444,51.0
1103,Black Snake Moan,2006,7.0,52        ,56700,70.0
1104,Paprika,2006,7.7,81        ,55704,77.0
1105,Penelope,2006,6.8,48        ,55138,68.0
1106,Eight Below,2006,7.3,64        ,54014,73.0
1107,Date Movie,2006,2.8,11        ,53210,28.0
1108,Firewall,2006,5.8,45        ,52633,58.0
1109,The Omen,2006,5.5,43        ,51898,55.0
1110,We Are Marshall,2006,7.1,53        ,51552,71.0
1111,RV,2006,5.5,33        ,50654,55.0
1112,Wristcutters: A Love Story,2006,7.3,62        ,49811,73.0
1113,Just My Luck,2006,5.4,29        ,48710,54.0
1114,Tristan + Isolde,2006,6.8,49        ,47701,68.0
1115,Inland Empire,2006,7.0,72        ,47352,70.0
1116,The Sentinel,2006,6.1,49        ,44821,61.0
1117,The Benchwarmers,2006,5.6,25        ,44061,56.0
1118,Tell No One,2006,7.5,82        ,44038,75.0
1119,Littleman,2006,4.3,26        ,43943,43.0
1120,The Grudge 2,2006,5.0,33        ,42636,50.0
1121,The Covenant,2006,5.3,19        ,42624,53.0
1122,The Wind that Shakes the Barley,2006,7.5,82        ,40792,75.0
1123,DOA: Dead or Alive,2006,4.8,38        ,40655,48.0
1124,Employee of the Month,2006,5.5,36        ,40253,55.0
1125,Bobby,2006,7.0,54        ,39514,70.0
1126,The Last Kiss,2006,6.5,57        ,39369,65.0
1127,Candy,2006,7.3,57        ,39300,73.0
1128,Curse of the Golden Flower,2006,7.0,70        ,38999,70.0
1129,When a Stranger Calls,2006,5.1,27        ,38507,51.0
1130,Glory Road,2006,7.2,58        ,38395,72.0
1131,Flyboys,2006,6.5,47        ,38197,65.0
1132,Gridiron Gang,2006,6.9,52        ,37240,69.0
1133,Black Sheep,2006,5.8,62        ,36675,58.0
1134,Big Momma's House 2,2006,4.7,34        ,35916,47.0
1135,Southland Tales,2006,5.5,44        ,34235,55.0
1136,Aquamarine,2006,5.3,51        ,33992,53.0
1137,Severance,2006,6.5,62        ,33846,65.0
1138,Basic Instinct 2,2006,4.3,26        ,33789,43.0
1139,Turistas,2006,5.4,36        ,33277,54.0
1140,The Ant Bully,2006,5.8,59        ,33006,58.0
1141,Garfield 2,2006,5.0,37        ,32438,50.0
1142,Charlotte's Web,2006,6.3,68        ,31648,63.0
1143,Day Watch,2006,6.5,59        ,31462,65.0
1144,Hollywoodland,2006,6.5,62        ,30774,65.0
1145,Bug,2006,6.1,62        ,30225,61.0
1146,Find Me Guilty,2006,7.1,65        ,30206,71.0
1147,The Marine,2006,4.7,45        ,29743,47.0
1148,Man of the Year,2006,6.2,39        ,29565,62.0
1149,Shortbus,2006,6.5,64        ,29551,65.0
1150,Arthur and the Invisibles,2006,6.0,39        ,28790,60.0
1151,After the Wedding,2006,7.8,78        ,28406,78.0
1152,Priceless,2006,7.0,72        ,28139,70.0
1153,All the Boys Love Mandy Lane,2006,5.6,44        ,27993,56.0
1154,School for Scoundrels,2006,5.9,44        ,27610,59.0
1155,Stay Alive,2006,5.1,24        ,27563,51.0
1156,Unknown,2006,6.5,44        ,27515,65.0
1157,Tales from Earthsea,2006,6.5,47        ,27279,65.0
1158,Goya's Ghosts,2006,6.9,52        ,27117,69.0
1159,Seraphim Falls,2006,6.7,62        ,26725,67.0
1160,Them,2006,6.5,60        ,26616,65.0
1161,Fido,2006,6.7,70        ,26531,67.0
1162,The Santa Clause 3: The Escape Clause,2006,4.7,32        ,26452,47.0
1163,Pulse,2006,4.7,27        ,26365,47.0
1164,This Film Is Not Yet Rated,2006,7.5,75        ,26330,75.0
1165,Miss Potter,2006,7.0,57        ,25716,70.0
1166,No Country for Old Men,2007,8.1,91        ,717425,81.0
1167,I Am Legend,2007,7.2,65        ,603047,72.0
1168,The Bourne Ultimatum,2007,8.0,85        ,560203,80.0
1169,Transformers,2007,7.1,61        ,552055,71.0
1170,Ratatouille,2007,8.0,96        ,538242,80.0
1171,Pirates of the Caribbean: At World's End,2007,7.1,50        ,530981,71.0
1172,Into the Wild,2007,8.1,73        ,497288,81.0
1173,Superbad,2007,7.6,76        ,462955,76.0
1174,Juno,2007,7.5,81        ,450873,75.0
1175,There Will Be Blood,2007,8.1,93        ,436734,81.0
1176,Spider-Man 3,2007,6.2,59        ,433674,62.0
1177,Harry Potter and the Order of the Phoenix,2007,7.5,71        ,417994,75.0
1178,Hot Fuzz,2007,7.9,81        ,400999,79.0
1179,Zodiac,2007,7.7,78        ,363199,77.0
1180,Live Free or Die Hard,2007,7.2,69        ,359964,72.0
1181,American Gangster,2007,7.8,76        ,351826,78.0
1182,Knocked Up,2007,7.0,85        ,320976,70.0
1183,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.4,83        ,310050,74.0
1184,Ocean's Thirteen,2007,6.9,62        ,283435,69.0
1185,Shooter,2007,7.2,53        ,280393,72.0
1186,The Simpsons Movie,2007,7.4,80        ,280206,74.0
1187,3:10 to Yuma,2007,7.7,76        ,259497,77.0
1188,The Mist,2007,7.2,58        ,248869,72.0
1189,Shrek the Third,2007,6.0,58        ,238945,60.0
1190,1408,2007,6.8,64        ,232776,68.0
1191,28 Weeks Later,2007,7.0,78        ,232564,70.0
1192,Stardust,2007,7.7,66        ,230434,77.0
1193,Fantastic 4: Rise of the Silver Surfer,2007,5.6,45        ,230200,56.0
1194,Gone Baby Gone,2007,7.7,72        ,221461,77.0
1195,Atonement,2007,7.8,85        ,216685,78.0
1196,Sunshine,2007,7.3,64        ,210791,73.0
1197,Eastern Promises,2007,7.7,82        ,206771,77.0
1198,The Bucket List,2007,7.4,42        ,205133,74.0
1199,Paranormal Activity,2007,6.3,68        ,201125,63.0
1200,Disturbia,2007,6.9,62        ,200743,69.0
1201,Ghost Rider,2007,5.2,35        ,200522,52.0
1202,National Treasure: Book of Secrets,2007,6.5,48        ,198411,65.0
1203,P.S. I Love You,2007,7.1,39        ,185050,71.0
1204,Resident Evil: Extinction,2007,6.3,41        ,166976,63.0
1205,Grindhouse,2007,7.6,77        ,165416,76.0
1206,The Golden Compass,2007,6.1,51        ,161516,61.0
1207,Fracture,2007,7.2,68        ,159608,72.0
1208,Enchanted,2007,7.1,75        ,158044,71.0
1209,The Darjeeling Limited,2007,7.2,67        ,156455,72.0
1210,The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,68        ,151036,75.0
1211,Beowulf,2007,6.2,59        ,151015,62.0
1212,30 Days of Night,2007,6.6,53        ,150801,66.0
1213,Hitman,2007,6.3,35        ,149726,63.0
1214,Michael Clayton,2007,7.3,82        ,144704,73.0
1215,Blades of Glory,2007,6.3,64        ,141402,63.0
1216,Shoot 'Em Up,2007,6.7,49        ,136990,67.0
1217,Next,2007,6.2,42        ,135210,62.0
1218,Rush Hour 3,2007,6.2,44        ,134451,62.0
1219,Mr. Brooks,2007,7.3,45        ,132460,73.0
1220,The Orphanage,2007,7.5,74        ,132106,75.0
1221,I Now Pronounce You Chuck & Larry,2007,6.0,37        ,129191,60.0
1222,Lars and the Real Girl,2007,7.3,70        ,126459,73.0
1223,Saw IV,2007,5.9,36        ,125209,59.0
1224,Evan Almighty,2007,5.4,37        ,125090,54.0
1225,Bridge to Terabithia,2007,7.2,74        ,124918,72.0
1226,Bee Movie,2007,6.1,54        ,120179,61.0
1227,The Kingdom,2007,7.1,56        ,109062,71.0
1228,Hairspray,2007,6.7,81        ,107740,67.0
1229,Wild Hogs,2007,5.9,27        ,106494,59.0
1230,Aliens vs. Predator: Requiem,2007,4.7,29        ,103170,47.0
1231,Once,2007,7.9,88        ,101726,79.0
1232,Mr. Bean's Holiday,2007,6.4,56        ,100221,64.0
1233,Across the Universe,2007,7.4,56        ,98676,74.0
1234,Death at a Funeral,2007,7.4,67        ,97791,74.0
1235,Charlie Wilson's War,2007,7.1,69        ,96724,71.0
1236,Halloween,2007,6.1,47        ,96207,61.0
1237,The Diving Bell and the Butterfly,2007,8.0,92        ,96007,80.0
1238,August Rush,2007,7.5,38        ,95782,75.0
1239,Epic Movie,2007,2.3,17        ,95330,23.0
1240,Hannibal Rising,2007,6.2,35        ,94312,62.0
1241,Dan in Real Life,2007,6.8,65        ,91531,68.0
1242,Elite Squad,2007,8.1,33        ,89225,81.0
1243,Music and Lyrics,2007,6.5,59        ,88365,65.0
1244,Reign Over Me,2007,7.5,61        ,88289,75.0
1245,Before the Devil Knows You're Dead,2007,7.3,84        ,87590,73.0
1246,Vacancy,2007,6.2,54        ,86365,62.0
1247,Good Luck Chuck,2007,5.6,19        ,79263,56.0
1248,Funny Games,2007,6.5,44        ,79213,65.0
1249,Persepolis,2007,8.1,90        ,78467,81.0
1250,War,2007,6.3,36        ,78216,63.0
1251,The Heartbreak Kid,2007,5.8,46        ,77605,58.0
1252,Hostel: Part II,2007,5.5,46        ,77205,55.0
1253,We Own the Night,2007,6.9,59        ,77163,69.0
1254,Meet the Robinsons,2007,6.9,61        ,75973,69.0
1255,Dead Silence,2007,6.2,34        ,75513,62.0
1256,La Vie en Rose,2007,7.6,66        ,74117,76.0
1257,The Kite Runner,2007,7.6,61        ,72669,76.0
1258,Sicko,2007,8.0,74        ,70147,80.0
1259,88 Minutes,2007,5.9,17        ,69924,59.0
1260,The Invasion,2007,5.9,45        ,69164,59.0
1261,Awake,2007,6.5,33        ,67764,65.0
1262,Premonition,2007,5.9,29        ,66910,59.0
1263,Hot Rod,2007,6.7,43        ,66537,67.0
1264,Alvin and the Chipmunks,2007,5.2,39        ,64991,52.0
1265,Death Sentence,2007,6.8,36        ,64557,68.0
1266,No Reservations,2007,6.3,50        ,64125,63.0
1267,In the Valley of Elah,2007,7.2,65        ,64119,72.0
1268,"Run, Fatboy, Run",2007,6.6,48        ,62019,66.0
1269,Chak de! India,2007,8.2,68        ,61349,82.0
1270,Walk Hard: The Dewey Cox Story,2007,6.8,63        ,60399,68.0
1271,Elizabeth: The Golden Age,2007,6.9,45        ,59654,69.0
1272,Surf's Up,2007,6.7,64        ,59633,67.0
1273,Charlie Bartlett,2007,7.0,54        ,59467,70.0
1274,Norbit,2007,4.0,27        ,59157,40.0
1275,Freedom Writers,2007,7.5,64        ,59047,75.0
1276,TMNT,2007,6.3,41        ,56806,63.0
1277,Control,2007,7.7,78        ,55790,77.0
1278,The Hills Have Eyes II,2007,5.1,32        ,54829,51.0
1279,Breach,2007,7.0,74        ,54490,70.0
1280,The Brave One,2007,6.8,56        ,53922,68.0
1281,The Lookout,2007,7.0,73        ,53653,70.0
1282,The Nanny Diaries,2007,6.2,46        ,52120,62.0
1283,Becoming Jane,2007,7.1,55        ,51950,71.0
1284,I'm Not There.,2007,7.0,73        ,51789,70.0
1285,The Great Debaters,2007,7.6,65        ,51675,76.0
1286,Rendition,2007,6.8,55        ,50643,68.0
1287,The Game Plan,2007,6.2,44        ,50138,62.0
1288,"4 Months, 3 Weeks and 2 Days",2007,7.9,97        ,49926,79.0
1289,Timecrimes,2007,7.2,68        ,49216,72.0
1290,My Blueberry Nights,2007,6.7,52        ,47895,67.0
1291,The Condemned,2007,6.1,23        ,47370,61.0
1292,Cassandra's Dream,2007,6.7,49        ,47043,67.0
1293,Lions for Lambs,2007,6.2,47        ,43914,62.0
1294,Diary of the Dead,2007,5.7,66        ,43124,57.0
1295,Sydney White,2007,6.3,45        ,41283,63.0
1296,Perfect Stranger,2007,5.7,31        ,40911,57.0
1297,In the Name of the King: A Dungeon Siege Tale,2007,3.8,15        ,40749,38.0
1298,Mongol: The Rise of Genghis Khan,2007,7.3,74        ,40746,73.0
1299,Waitress,2007,7.0,75        ,40217,70.0
1300,The Counterfeiters,2007,7.6,78        ,39729,76.0
1301,The Reaping,2007,5.7,36        ,39718,57.0
1302,Pathfinder,2007,5.4,29        ,39675,54.0
1303,The Visitor,2007,7.7,79        ,39427,77.0
1304,Mr. Magorium's Wonder Emporium,2007,6.2,48        ,38613,62.0
1305,Balls of Fury,2007,5.3,38        ,37885,53.0
1306,Teeth,2007,5.4,57        ,37712,54.0
1307,The Hitcher,2007,5.6,28        ,37437,56.0
1308,The Messengers,2007,5.4,34        ,35611,54.0
1309,Fred Claus,2007,5.6,42        ,35315,56.0
1310,Boy A,2007,7.7,75        ,35029,77.0
1311,License to Wed,2007,5.3,25        ,34932,53.0
1312,Cleaner,2007,6.1,49        ,34746,61.0
1313,Because I Said So,2007,5.6,26        ,34639,56.0
1314,The Water Horse,2007,6.5,71        ,34362,65.0
1315,The Savages,2007,7.2,85        ,33630,72.0
1316,"Lust, Caution",2007,7.6,61        ,33269,76.0
1317,Mr. Woodcock,2007,5.2,41        ,32973,52.0
1318,The Invisible,2007,6.3,36        ,32763,63.0
1319,The King of Kong: A Fistful of Quarters,2007,8.1,83        ,32648,81.0
1320,The Air I Breathe,2007,6.9,37        ,32458,69.0
1321,The Last Legion,2007,5.4,37        ,31703,54.0
1322,The Nines,2007,6.4,52        ,30519,64.0
1323,In the Land of Women,2007,6.5,47        ,29443,65.0
1324,Son of Rambow,2007,7.0,66        ,28819,70.0
1325,P2,2007,5.9,37        ,28444,59.0
1326,2 Days in Paris,2007,6.8,67        ,28444,68.0
1327,The Edge of Heaven,2007,7.9,85        ,28072,79.0
1328,Sleuth,2007,6.5,49        ,28059,65.0
1329,Paranoid Park,2007,6.7,83        ,26731,67.0
1330,Things We Lost in the Fire,2007,7.2,63        ,25934,72.0
1331,The Dark Knight,2008,9.0,82        ,1931241,90.0
1332,WALL·E,2008,8.4,95        ,846620,84.0
1333,Iron Man,2008,7.9,79        ,796649,79.0
1334,Slumdog Millionaire,2008,8.0,86        ,713187,80.0
1335,Gran Torino,2008,8.1,72        ,638001,81.0
1336,Taken,2008,7.8,50        ,521450,78.0
1337,The Curious Case of Benjamin Button,2008,7.8,70        ,513784,78.0
1338,Hancock,2008,6.4,49        ,390195,64.0
1339,Twilight,2008,5.2,56        ,375659,52.0
1340,The Hurt Locker,2008,7.6,94        ,373599,76.0
1341,Indiana Jones and the Kingdom of the Crystal Skull,2008,6.2,65        ,371639,62.0
1342,The Incredible Hulk,2008,6.8,61        ,370356,68.0
1343,Quantum of Solace,2008,6.6,58        ,362909,66.0
1344,Kung Fu Panda,2008,7.6,73        ,354413,76.0
1345,In Bruges,2008,7.9,67        ,344252,79.0
1346,Tropic Thunder,2008,7.0,71        ,337780,70.0
1347,Cloverfield,2008,7.0,64        ,336789,70.0
1348,Wanted,2008,6.7,64        ,327382,67.0
1349,Yes Man,2008,6.8,46        ,297871,68.0
1350,Pineapple Express,2008,7.0,64        ,280869,70.0
1351,Burn After Reading,2008,7.0,63        ,273372,70.0
1352,The Wrestler,2008,7.9,81        ,270365,79.0
1353,Jumper,2008,6.1,35        ,263063,61.0
1354,Seven Pounds,2008,7.6,36        ,257866,76.0
1355,Forgetting Sarah Marshall,2008,7.2,67        ,237380,72.0
1356,Step Brothers,2008,6.9,51        ,234703,69.0
1357,Hellboy II: The Golden Army,2008,7.0,78        ,229259,70.0
1358,Vicky Cristina Barcelona,2008,7.1,70        ,219283,71.0
1359,Changeling,2008,7.8,63        ,215359,78.0
1360,RocknRolla,2008,7.3,53        ,212591,73.0
1361,The Reader,2008,7.6,58        ,209330,76.0
1362,21,2008,6.8,48        ,206691,68.0
1363,Role Models,2008,6.9,61        ,205983,69.0
1364,Valkyrie,2008,7.1,56        ,204087,71.0
1365,Rambo,2008,7.0,46        ,194421,70.0
1366,Body of Lies,2008,7.1,57        ,191227,71.0
1367,Ip Man,2008,8.0,59        ,189384,80.0
1368,Let the Right One In,2008,7.9,82        ,188310,79.0
1369,Get Smart,2008,6.5,54        ,181195,65.0
1370,Death Race,2008,6.4,43        ,180975,64.0
1371,The Happening,2008,5.0,34        ,178389,50.0
1372,You Don't Mess with the Zohan,2008,5.5,54        ,170809,55.0
1373,Madagascar: Escape 2 Africa,2008,6.7,61        ,169511,67.0
1374,The Chronicles of Narnia: Prince Caspian,2008,6.5,62        ,168931,65.0
1375,Revolutionary Road,2008,7.3,69        ,168421,73.0
1376,Mamma Mia!,2008,6.4,51        ,165628,64.0
1377,Bolt,2008,6.9,67        ,164302,69.0
1378,Eagle Eye,2008,6.6,43        ,161841,66.0
1379,The Bank Job,2008,7.3,69        ,161799,73.0
1380,Zack and Miri Make a Porno,2008,6.6,56        ,160041,66.0
1381,The Boy in the Striped Pajamas,2008,7.8,55        ,157759,78.0
1382,What Happens in Vegas,2008,6.1,36        ,152457,61.0
1383,The Day the Earth Stood Still,2008,5.5,40        ,150438,55.0
1384,Milk,2008,7.6,84        ,149852,76.0
1385,Transporter 3,2008,6.1,51        ,140690,61.0
1386,"Definitely, Maybe",2008,7.2,59        ,139958,72.0
1387,27 Dresses,2008,6.1,47        ,137800,61.0
1388,Vantage Point,2008,6.6,40        ,135341,66.0
1389,The Mummy: Tomb of the Dragon Emperor,2008,5.2,31        ,132974,52.0
1390,Marley & Me,2008,7.1,53        ,130168,71.0
1391,Defiance,2008,7.2,58        ,126339,72.0
1392,Harold & Kumar Escape from Guantanamo Bay,2008,6.6,57        ,121587,66.0
1393,"10,000 BC",2008,5.1,34        ,116555,51.0
1394,Horton Hears a Who!,2008,6.8,71        ,116471,68.0
1395,Max Payne,2008,5.4,31        ,114656,54.0
1396,Australia,2008,6.6,53        ,110484,66.0
1397,Doubt,2008,7.5,68        ,109247,75.0
1398,Sex and the City,2008,5.6,53        ,106499,56.0
1399,The Strangers,2008,6.2,47        ,104152,62.0
1400,Bronson,2008,7.1,71        ,103213,71.0
1401,Saw V,2008,5.8,20        ,101269,58.0
1402,Street Kings,2008,6.8,55        ,100248,68.0
1403,Ponyo,2008,7.7,86        ,99962,77.0
1404,Journey to the Center of the Earth,2008,5.8,57        ,98435,58.0
1405,Frost/Nixon,2008,7.7,80        ,94612,77.0
1406,Meet the Spartans,2008,2.7,9        ,94598,27.0
1407,The Forbidden Kingdom,2008,6.6,57        ,94227,66.0
1408,Mirrors,2008,6.2,35        ,93929,62.0
1409,The Other Boleyn Girl,2008,6.7,50        ,92474,67.0
1410,Never Back Down,2008,6.6,39        ,87720,66.0
1411,Babylon A.D.,2008,5.6,26        ,87312,56.0
1412,Be Kind Rewind,2008,6.4,52        ,84159,64.0
1413,The X Files: I Want to Believe,2008,5.9,47        ,83362,59.0
1414,Nick and Norah's Infinite Playlist,2008,6.7,64        ,80946,67.0
1415,Disaster Movie,2008,1.9,15        ,79805,19.0
1416,Bedtime Stories,2008,6.1,33        ,78920,61.0
1417,Righteous Kill,2008,6.0,36        ,78178,60.0
1418,Sex Drive,2008,6.5,49        ,77580,65.0
1419,The Spiderwick Chronicles,2008,6.6,62        ,77132,66.0
1420,Step Up 2: The Streets,2008,6.3,50        ,73629,63.0
1421,Semi-Pro,2008,5.8,47        ,72137,58.0
1422,Felon,2008,7.5,58        ,70801,75.0
1423,The House Bunny,2008,5.5,55        ,70672,55.0
1424,The Duchess,2008,6.9,62        ,69113,69.0
1425,Outlander,2008,6.3,40        ,67366,63.0
1426,"Synecdoche, New York",2008,7.5,67        ,66985,75.0
1427,Doomsday,2008,6.0,51        ,66797,60.0
1428,Eden Lake,2008,6.8,65        ,66200,68.0
1429,Fool's Gold,2008,5.7,29        ,65889,57.0
1430,Sunshine Cleaning,2008,6.9,61        ,64860,69.0
1431,How to Lose Friends & Alienate People,2008,6.4,35        ,64290,64.0
1432,Ghost Town,2008,6.7,72        ,64187,67.0
1433,Blindness,2008,6.6,45        ,63868,66.0
1434,The Ruins,2008,5.9,44        ,63859,59.0
1435,Speed Racer,2008,6.0,37        ,62942,60.0
1436,Quarantine,2008,6.0,53        ,62745,60.0
1437,Made of Honor,2008,5.9,37        ,60275,59.0
1438,Hunger,2008,7.6,82        ,58376,76.0
1439,City of Ember,2008,6.5,58        ,57812,65.0
1440,Superhero Movie,2008,4.5,33        ,57273,45.0
1441,The Spirit,2008,4.8,30        ,56444,48.0
1442,Pride and Glory,2008,6.7,45        ,55977,67.0
1443,Religulous,2008,7.7,56        ,55056,77.0
1444,Four Christmases,2008,5.6,41        ,54753,56.0
1445,Punisher: War Zone,2008,6.0,30        ,54534,60.0
1446,Appaloosa,2008,6.8,64        ,53970,68.0
1447,Drillbit Taylor,2008,5.7,41        ,53952,57.0
1448,The Midnight Meat Train,2008,6.1,58        ,53150,61.0
1449,Traitor,2008,7.0,60        ,51838,70.0
1450,Bangkok Dangerous,2008,5.4,24        ,51422,54.0
1451,Waltz with Bashir,2008,8.0,91        ,50473,80.0
1452,High School Musical 3: Senior Year,2008,4.6,57        ,49893,46.0
1453,Star Wars: The Clone Wars,2008,5.9,35        ,47966,59.0
1454,The Eye,2008,5.4,36        ,47452,54.0
1455,Man on Wire,2008,7.8,89        ,47078,78.0
1456,"Food, Inc.",2008,7.8,80        ,46561,78.0
